sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,A,0,4.0,baseline,2,1,0,0,10,10,0,76.13216806203127,76.13216806203127,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[90, 65, 101, 96, 91, 81, 3, 82, 87, 26]",[],0,0,0,0,0,0,0,0
0,A,0,4.0,nsgrand,2,1,0,0,1,1,0,1244.7255188599229,0.04578894004225731,0.0,0,18,1,2,0.9688818454742432,0.0001433497091056779,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[90, 91, 45, 101, 65, 81, 96, 87, 82, 14]","[3.381970964255743e-05, 0.011036021634936333, 0.9755178689956665, 0.012888126075267792, 0.00038075324846431613, 0.0001433497091056779]",1200,4,0,0,0,1,0,0
0,A,0,4.0,strong_symbolic,2,1,0,0,10,10,0,181.38824589550495,181.38824589550495,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[90, 65, 101, 96, 91, 81, 3, 82, 87, 26]",[],0,0,0,0,0,0,0,0
1,A,0,4.0,baseline,0,1,0,0,0,0,0,0.020799925550818443,0.020799925550818443,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0
1,A,0,4.0,nsgrand,0,1,0,0,0,0,0,0.012230128049850464,0.012230128049850464,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0
1,A,0,4.0,strong_symbolic,0,1,0,0,0,0,0,0.009850133210420609,0.009850133210420609,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0
2,A,0,4.0,baseline,0,1,0,0,0,0,0,0.009940005838871002,0.009940005838871002,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0
2,A,0,4.0,nsgrand,0,1,0,0,0,0,0,0.009309966117143631,0.009309966117143631,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0
2,A,0,4.0,strong_symbolic,0,1,0,0,0,0,0,0.008980045095086098,0.008980045095086098,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0
3,A,0,4.0,baseline,3,1,0,0,249,249,0,34.49640795588493,34.49640795588493,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[18, 4, 99, 98, 121, 91, 44, 100, 92, 83]",[],0,0,0,0,0,0,0,0
