profile,snr_db,confidence_bin,count,success_rate,bler,fallback_rate,avg_queries
C,4.0,"(0.2, 0.3]",20,0.7,0.35,0.3,1547.1
C,4.0,"(0.3, 0.4]",18,0.7777777777777778,0.3888888888888889,0.2222222222222222,1092.1666666666667
C,4.0,"(0.4, 0.5]",22,0.9090909090909091,0.13636363636363635,0.13636363636363635,571.8181818181819
C,4.0,"(0.5, 0.6]",25,0.76,0.28,0.24,1184.8
C,4.0,"(0.6, 0.7]",32,0.90625,0.15625,0.15625,514.0625
C,4.0,"(0.7, 0.8]",39,0.9743589743589743,0.02564102564102564,0.10256410256410256,267.20512820512823
C,4.0,"(0.8, 0.9]",64,0.953125,0.078125,0.125,240.265625
C,4.0,"(0.9, 1.0]",746,0.9919571045576407,0.014745308310991957,0.021447721179624665,40.556300268096514
C,6.0,"(-0.001, 0.1]",82,0.012195121951219513,0.9878048780487805,0.0,0.012195121951219513
C,6.0,"(0.1, 0.2]",12,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666
C,6.0,"(0.2, 0.3]",7,0.2857142857142857,0.7142857142857143,0.7142857142857143,3538.0
C,6.0,"(0.3, 0.4]",5,0.8,0.2,0.2,994.6
C,6.0,"(0.4, 0.5]",3,1.0,0.0,0.0,16.333333333333332
C,6.0,"(0.5, 0.6]",7,0.7142857142857143,0.2857142857142857,0.2857142857142857,1401.857142857143
C,6.0,"(0.6, 0.7]",6,0.8333333333333334,0.16666666666666666,0.16666666666666666,817.3333333333334
C,6.0,"(0.7, 0.8]",4,1.0,0.0,0.0,1.0
C,6.0,"(0.8, 0.9]",24,1.0,0.0,0.08333333333333333,156.91666666666666
C,6.0,"(0.9, 1.0]",1050,0.9980952380952381,0.0019047619047619048,0.006666666666666667,9.450476190476191
E,-4.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
E,-4.0,"(0.1, 0.2]",0,,,,
E,-4.0,"(0.2, 0.3]",0,,,,
E,-4.0,"(0.3, 0.4]",0,,,,
E,-4.0,"(0.4, 0.5]",0,,,,
E,-4.0,"(0.5, 0.6]",0,,,,
E,-4.0,"(0.6, 0.7]",0,,,,
E,-4.0,"(0.7, 0.8]",0,,,,
E,-4.0,"(0.8, 0.9]",0,,,,
E,-4.0,"(0.9, 1.0]",0,,,,
E,-2.0,"(-0.001, 0.1]",1200,0.0,1.0,0.0,0.0
E,-2.0,"(0.1, 0.2]",0,,,,
E,-2.0,"(0.2, 0.3]",0,,,,
E,-2.0,"(0.3, 0.4]",0,,,,
E,-2.0,"(0.4, 0.5]",0,,,,
E,-2.0,"(0.5, 0.6]",0,,,,
E,-2.0,"(0.6, 0.7]",0,,,,
E,-2.0,"(0.7, 0.8]",0,,,,
E,-2.0,"(0.8, 0.9]",0,,,,
E,-2.0,"(0.9, 1.0]",0,,,,
E,0.0,"(-0.001, 0.1]",1174,0.0034071550255536627,0.9982964224872232,0.0008517887563884157,4.321124361158433
E,0.0,"(0.1, 0.2]",10,0.5,0.7,0.1,303.7
E,0.0,"(0.2, 0.3]",3,1.0,0.6666666666666666,0.0,242.0
E,0.0,"(0.3, 0.4]",8,1.0,0.125,0.0,5.875
E,0.0,"(0.4, 0.5]",2,1.0,1.0,0.0,20.0
E,0.0,"(0.5, 0.6]",1,1.0,1.0,0.0,7.0
E,0.0,"(0.6, 0.7]",2,1.0,0.0,0.0,1.0
E,0.0,"(0.7, 0.8]",0,,,,
E,0.0,"(0.8, 0.9]",0,,,,
E,0.0,"(0.9, 1.0]",0,,,,
E,2.0,"(-0.001, 0.1]",575,0.050434782608695654,0.9547826086956521,0.008695652173913044,43.624347826086954
E,2.0,"(0.1, 0.2]",97,0.3711340206185567,0.6597938144329897,0.030927835051546393,171.4536082474227
E,2.0,"(0.2, 0.3]",74,0.8243243243243243,0.25675675675675674,0.20270270270270271,1019.7837837837837
E,2.0,"(0.3, 0.4]",52,0.8846153846153846,0.17307692307692307,0.1346153846153846,642.9038461538462
E,2.0,"(0.4, 0.5]",50,0.96,0.18,0.06,350.9
E,2.0,"(0.5, 0.6]",38,0.9473684210526315,0.15789473684210525,0.07894736842105263,406.3157894736842
E,2.0,"(0.6, 0.7]",50,0.98,0.08,0.04,129.38
E,2.0,"(0.7, 0.8]",49,0.9795918367346939,0.10204081632653061,0.061224489795918366,268.85714285714283
E,2.0,"(0.8, 0.9]",71,0.9436619718309859,0.08450704225352113,0.11267605633802817,268.77464788732397
E,2.0,"(0.9, 1.0]",144,0.9930555555555556,0.020833333333333332,0.027777777777777776,37.0625
E,4.0,"(-0.001, 0.1]",25,0.2,0.8,0.0,0.28
E,4.0,"(0.1, 0.2]",9,0.2222222222222222,0.7777777777777778,0.0,0.2222222222222222
E,4.0,"(0.2, 0.3]",11,0.45454545454545453,0.5454545454545454,0.5454545454545454,2675.7272727272725
E,4.0,"(0.3, 0.4]",15,0.7333333333333333,0.4,0.26666666666666666,1308.5333333333333
E,4.0,"(0.4, 0.5]",16,0.75,0.25,0.25,1152.5625
E,4.0,"(0.5, 0.6]",12,0.75,0.25,0.25,993.5833333333334
E,4.0,"(0.6, 0.7]",31,0.9032258064516129,0.16129032258064516,0.16129032258064516,539.2903225806451
E,4.0,"(0.7, 0.8]",39,0.8974358974358975,0.1282051282051282,0.1794871794871795,576.2307692307693
E,4.0,"(0.8, 0.9]",68,0.9558823529411765,0.07352941176470588,0.08823529411764706,201.51470588235293
E,4.0,"(0.9, 1.0]",974,0.9928131416837782,0.013347022587268994,0.021560574948665298,35.993839835728956
E,6.0,"(-0.001, 0.1]",3,0.0,1.0,0.0,0.0
E,6.0,"(0.1, 0.2]",1,0.0,1.0,0.0,0.0
E,6.0,"(0.2, 0.3]",1,1.0,0.0,0.0,1.0
E,6.0,"(0.3, 0.4]",1,1.0,0.0,0.0,1.0
E,6.0,"(0.4, 0.5]",0,,,,
E,6.0,"(0.5, 0.6]",0,,,,
E,6.0,"(0.6, 0.7]",0,,,,
E,6.0,"(0.7, 0.8]",3,1.0,0.0,0.0,1.0
E,6.0,"(0.8, 0.9]",5,1.0,0.0,0.2,591.2
E,6.0,"(0.9, 1.0]",1186,0.9991568296795953,0.002529510961214165,0.0042158516020236085,5.934232715008432
