profile,snr_db,overflow_bin,count,bler,fallback_rate,avg_queries
C,2.0,"(0.4, 0.5]",14,0.14285714285714285,0.07142857142857142,357.2857142857143
C,2.0,"(0.5, 0.6]",21,0.23809523809523808,0.09523809523809523,512.0952380952381
C,2.0,"(0.6, 0.7]",21,0.38095238095238093,0.14285714285714285,756.2380952380952
C,2.0,"(0.7, 0.8]",16,0.1875,0.1875,965.6875
C,2.0,"(0.8, 0.9]",30,0.26666666666666666,0.16666666666666666,856.2333333333333
C,2.0,"(0.9, 1.0]",853,0.9460726846424384,0.031652989449003514,154.50644783118406
C,4.0,"(-0.001, 0.1]",804,0.01990049751243781,0.03233830845771144,45.46393034825871
C,4.0,"(0.1, 0.2]",22,0.09090909090909091,0.09090909090909091,348.45454545454544
C,4.0,"(0.2, 0.3]",22,0.045454545454545456,0.09090909090909091,292.59090909090907
C,4.0,"(0.3, 0.4]",9,0.0,0.1111111111111111,277.1111111111111
C,4.0,"(0.4, 0.5]",10,0.0,0.0,5.3
C,4.0,"(0.5, 0.6]",10,0.0,0.0,127.4
C,4.0,"(0.6, 0.7]",15,0.06666666666666667,0.06666666666666667,367.53333333333336
C,4.0,"(0.7, 0.8]",11,0.2727272727272727,0.0,10.636363636363637
C,4.0,"(0.8, 0.9]",20,0.15,0.1,511.75
C,4.0,"(0.9, 1.0]",277,0.8700361010830325,0.07581227436823104,383.6101083032491
C,6.0,"(-0.001, 0.1]",1056,0.000946969696969697,0.006628787878787879,6.243371212121212
C,6.0,"(0.1, 0.2]",4,0.25,0.25,926.5
C,6.0,"(0.2, 0.3]",5,0.0,0.0,1.0
C,6.0,"(0.3, 0.4]",3,0.0,0.0,1.0
C,6.0,"(0.4, 0.5]",7,0.14285714285714285,0.14285714285714285,700.7142857142857
C,6.0,"(0.5, 0.6]",2,0.5,0.5,2450.0
C,6.0,"(0.6, 0.7]",4,0.0,0.0,19.75
C,6.0,"(0.7, 0.8]",3,0.0,0.0,15.666666666666666
C,6.0,"(0.8, 0.9]",4,0.0,0.25,842.0
C,6.0,"(0.9, 1.0]",112,0.875,0.0625,308.88392857142856
E,-4.0,"(-0.001, 0.1]",0,,,
E,-4.0,"(0.1, 0.2]",0,,,
E,-4.0,"(0.2, 0.3]",0,,,
E,-4.0,"(0.3, 0.4]",0,,,
E,-4.0,"(0.4, 0.5]",0,,,
E,-4.0,"(0.5, 0.6]",0,,,
E,-4.0,"(0.6, 0.7]",0,,,
E,-4.0,"(0.7, 0.8]",0,,,
E,-4.0,"(0.8, 0.9]",0,,,
E,-4.0,"(0.9, 1.0]",1200,1.0,0.0,0.0
E,-2.0,"(-0.001, 0.1]",0,,,
E,-2.0,"(0.1, 0.2]",0,,,
E,-2.0,"(0.2, 0.3]",0,,,
E,-2.0,"(0.3, 0.4]",0,,,
E,-2.0,"(0.4, 0.5]",0,,,
E,-2.0,"(0.5, 0.6]",0,,,
E,-2.0,"(0.6, 0.7]",0,,,
E,-2.0,"(0.7, 0.8]",0,,,
E,-2.0,"(0.8, 0.9]",0,,,
E,-2.0,"(0.9, 1.0]",1200,1.0,0.0,0.0
E,0.0,"(-0.001, 0.1]",6,0.0,0.0,2.8333333333333335
E,0.0,"(0.1, 0.2]",2,0.5,0.0,60.0
E,0.0,"(0.2, 0.3]",1,1.0,0.0,14.0
E,0.0,"(0.3, 0.4]",3,0.3333333333333333,0.0,126.66666666666667
E,0.0,"(0.4, 0.5]",0,,,
E,0.0,"(0.5, 0.6]",1,1.0,0.0,128.0
E,0.0,"(0.6, 0.7]",3,0.3333333333333333,0.0,75.66666666666667
E,0.0,"(0.7, 0.8]",3,0.3333333333333333,0.6666666666666666,2607.6666666666665
E,0.0,"(0.8, 0.9]",5,0.8,0.0,43.0
E,0.0,"(0.9, 1.0]",1176,0.9991496598639455,0.0,0.006802721088435374
E,2.0,"(-0.001, 0.1]",268,0.06343283582089553,0.05223880597014925,108.25373134328358
E,2.0,"(0.1, 0.2]",43,0.09302325581395349,0.046511627906976744,136.30232558139534
E,2.0,"(0.2, 0.3]",23,0.17391304347826086,0.13043478260869565,642.9130434782609
E,2.0,"(0.3, 0.4]",36,0.1388888888888889,0.05555555555555555,297.3888888888889
E,2.0,"(0.4, 0.5]",25,0.24,0.04,207.04
E,2.0,"(0.5, 0.6]",29,0.034482758620689655,0.0,66.58620689655173
E,2.0,"(0.6, 0.7]",19,0.2631578947368421,0.10526315789473684,725.578947368421
E,2.0,"(0.7, 0.8]",26,0.07692307692307693,0.038461538461538464,260.5
E,2.0,"(0.8, 0.9]",34,0.14705882352941177,0.17647058823529413,839.7058823529412
E,2.0,"(0.9, 1.0]",697,0.896700143472023,0.03156384505021521,159.3629842180775
E,4.0,"(-0.001, 0.1]",1045,0.015311004784688996,0.024880382775119617,34.489952153110046
E,4.0,"(0.1, 0.2]",23,0.34782608695652173,0.391304347826087,1395.5217391304348
E,4.0,"(0.2, 0.3]",10,0.2,0.2,745.3
E,4.0,"(0.3, 0.4]",11,0.09090909090909091,0.09090909090909091,475.0
E,4.0,"(0.4, 0.5]",13,0.0,0.0,12.461538461538462
E,4.0,"(0.5, 0.6]",7,0.0,0.0,40.714285714285715
E,4.0,"(0.6, 0.7]",6,0.16666666666666666,0.0,5.666666666666667
E,4.0,"(0.7, 0.8]",5,0.0,0.0,11.2
E,4.0,"(0.8, 0.9]",11,0.36363636363636365,0.36363636363636365,1579.7272727272727
E,4.0,"(0.9, 1.0]",69,0.6086956521739131,0.2028985507246377,995.0
E,6.0,"(-0.001, 0.1]",1192,0.0025167785234899327,0.0041946308724832215,5.909395973154362
E,6.0,"(0.1, 0.2]",0,,,
E,6.0,"(0.2, 0.3]",0,,,
E,6.0,"(0.3, 0.4]",0,,,
E,6.0,"(0.4, 0.5]",0,,,
E,6.0,"(0.5, 0.6]",0,,,
E,6.0,"(0.6, 0.7]",0,,,
E,6.0,"(0.7, 0.8]",1,0.0,0.0,21.0
E,6.0,"(0.8, 0.9]",2,0.0,0.5,1466.5
E,6.0,"(0.9, 1.0]",5,0.8,0.0,0.2
