strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
0,A,0,0.0,strong_symbolic,10,0,1,10,3999,3999,0,201.21497916989028,201.21497916989028,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[32, 20, 21, 118, 124, 119, 72, 40, 103, 94]",[],0,0,0,0,0,0,0,0,0,A,0,0.0,nsgrand,10,0,1,10,0,0,0,1117.697437060997,1117.697437060997,0.0,0,0,-1,5,0.0008204170735552907,0.999955415725708,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,A,0.0,10,strong_symbolic,nsgrand,-3999,916.4824578911066,0,0,0
1,A,0,0.0,strong_symbolic,11,0,1,11,3999,3999,0,183.4385059773922,183.4385059773922,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[81, 120, 126, 57, 63, 21, 52, 16, 5, 93]",[],0,0,0,0,0,0,0,0,1,A,0,0.0,nsgrand,11,0,1,11,0,0,0,1.7613160889595747,1.7613160889595747,0.0,0,0,-1,5,0.0007688356563448906,0.9999417066574097,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,A,0.0,11,strong_symbolic,nsgrand,-3999,-181.67718988843262,0,0,0
2,A,0,0.0,strong_symbolic,15,0,1,15,3999,3999,0,182.93947097845376,182.93947097845376,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[7, 8, 24, 112, 49, 10, 74, 118, 12, 15]",[],0,0,0,0,0,0,0,0,2,A,0,0.0,nsgrand,15,0,1,15,0,0,0,1.694324892014265,1.694324892014265,0.0,0,0,-1,5,0.00011891139729414135,0.9999792575836182,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,A,0.0,15,strong_symbolic,nsgrand,-3999,-181.2451460864395,0,0,0
3,A,0,0.0,strong_symbolic,18,0,1,18,3999,3999,0,184.637795900926,184.637795900926,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[104, 91, 125, 64, 76, 79, 105, 96, 113, 126]",[],0,0,0,0,0,0,0,0,3,A,0,0.0,nsgrand,18,0,1,18,0,0,0,1.3650390319526196,1.3650390319526196,0.0,0,0,-1,5,0.0001548891596030444,0.9999717473983765,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,A,0.0,18,strong_symbolic,nsgrand,-3999,-183.27275686897337,0,0,0
4,A,0,0.0,strong_symbolic,13,0,1,13,3999,3999,0,178.84529498405755,178.84529498405755,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[18, 30, 108, 55, 31, 36, 6, 93, 54, 0]",[],0,0,0,0,0,0,0,0,4,A,0,0.0,nsgrand,13,0,1,13,0,0,0,1.8624539952725172,1.8624539952725172,0.0,0,0,-1,5,0.0003620201605372131,0.9999734163284302,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,A,0.0,13,strong_symbolic,nsgrand,-3999,-176.98284098878503,0,0,0
5,A,0,0.0,strong_symbolic,10,0,1,10,3999,3999,0,178.06192091666162,178.06192091666162,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[19, 93, 33, 98, 97, 8, 9, 40, 10, 110]",[],0,0,0,0,0,0,0,0,5,A,0,0.0,nsgrand,10,0,1,10,0,0,0,1.5537168364971876,1.5537168364971876,0.0,0,0,-1,5,0.0005958523834124207,0.999957799911499,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,A,0.0,10,strong_symbolic,nsgrand,-3999,-176.50820408016443,0,0,0
6,A,0,0.0,strong_symbolic,20,0,1,20,3999,3999,0,176.5648841392249,176.5648841392249,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[30, 62, 31, 61, 34, 43, 45, 63, 48, 38]",[],0,0,0,0,0,0,0,0,6,A,0,0.0,nsgrand,20,0,1,20,0,0,0,1.530516892671585,1.530516892671585,0.0,0,0,-1,5,0.0001391038385918364,0.9999792575836182,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,A,0.0,20,strong_symbolic,nsgrand,-3999,-175.0343672465533,0,0,0
7,A,0,0.0,strong_symbolic,10,0,1,10,3999,3999,0,183.53214603848755,183.53214603848755,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[44, 13, 96, 21, 31, 11, 47, 48, 25, 84]",[],0,0,0,0,0,0,0,0,7,A,0,0.0,nsgrand,10,0,1,10,0,0,0,1.3547888956964016,1.3547888956964016,0.0,0,0,-1,5,0.0005247656372375786,0.9999697208404541,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,A,0.0,10,strong_symbolic,nsgrand,-3999,-182.17735714279115,0,0,0
8,A,0,0.0,strong_symbolic,11,0,1,11,3999,3999,0,179.96967490762472,179.96967490762472,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[64, 89, 77, 47, 91, 67, 44, 46, 72, 35]",[],0,0,0,0,0,0,0,0,8,A,0,0.0,nsgrand,11,0,1,11,0,0,0,1.7387159168720245,1.7387159168720245,0.0,0,0,-1,5,0.00045192305697128177,0.9999639987945557,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,A,0.0,11,strong_symbolic,nsgrand,-3999,-178.2309589907527,0,0,0
9,A,0,0.0,strong_symbolic,23,0,1,23,3999,3999,0,177.81565408222377,177.81565408222377,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[22, 39, 14, 44, 51, 46, 38, 45, 55, 47]",[],0,0,0,0,0,0,0,0,9,A,0,0.0,nsgrand,23,0,1,23,0,0,0,1.3638990931212902,1.3638990931212902,0.0,0,0,-1,5,0.00011374180758139119,0.99997878074646,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,A,0.0,23,strong_symbolic,nsgrand,-3999,-176.45175498910248,0,0,0
