strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
0,A,0,2.0,strong_symbolic,9,0,1,9,3999,3999,0,201.93967199884355,201.93967199884355,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[3, 8, 123, 7, 82, 84, 97, 80, 91, 113]",[],0,0,0,0,0,0,0,0,0,A,0,2.0,nsgrand,9,0,1,9,0,0,0,1117.47063905932,1117.47063905932,0.0,0,0,-1,5,0.0011522377608343959,0.999948263168335,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,A,2.0,9,strong_symbolic,nsgrand,-3999,915.5309670604765,0,0,0
1,A,0,2.0,strong_symbolic,2,1,0,0,644,644,0,149.96642689220607,149.96642689220607,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[68, 111, 96, 105, 78, 125, 65, 89, 8, 75]",[],0,0,0,0,0,0,0,0,1,A,0,2.0,nsgrand,2,1,0,0,1,1,0,3.99320712313056,0.02611987292766571,0.0,0,18,1,2,0.2589399516582489,0.00025951105635613203,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[65, 76, 96, 111, 105, 68, 78, 75, 125, 92]","[1.7567368786330917e-06, 0.0005161042790859938, 0.9852607846260071, 0.01352993119508028, 0.0004319088184274733, 0.00025951105635613203]",1200,4,0,0,0,1,0,0,1,A,2.0,2,strong_symbolic,nsgrand,-643,-145.9732197690755,0,0,0
2,A,0,2.0,strong_symbolic,11,0,1,11,3999,3999,0,178.8118351250887,178.8118351250887,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[63, 55, 58, 47, 49, 54, 103, 17, 34, 26]",[],0,0,0,0,0,0,0,0,2,A,0,2.0,nsgrand,11,0,1,11,0,0,0,1.5716268680989742,1.5716268680989742,0.0,0,0,-1,5,0.005273441318422556,0.9997846484184265,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,A,2.0,11,strong_symbolic,nsgrand,-3999,-177.24020825698972,0,0,0
3,A,0,2.0,strong_symbolic,16,0,1,16,3999,3999,0,177.22058901563287,177.22058901563287,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[87, 74, 81, 76, 82, 77, 96, 78, 68, 84]",[],0,0,0,0,0,0,0,0,3,A,0,2.0,nsgrand,16,0,1,16,0,0,0,1.7905549611896276,1.7905549611896276,0.0,0,0,-1,5,0.0002788730780594051,0.9999663829803467,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,A,2.0,16,strong_symbolic,nsgrand,-3999,-175.43003405444324,0,0,0
4,A,0,2.0,strong_symbolic,11,0,1,11,3999,3999,0,181.74696108326316,181.74696108326316,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[0, 101, 117, 16, 13, 20, 17, 3, 14, 124]",[],0,0,0,0,0,0,0,0,4,A,0,2.0,nsgrand,11,0,1,11,0,0,0,1.3401091564446688,1.3401091564446688,0.0,0,0,-1,5,0.001522193313576281,0.9999474287033081,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,A,2.0,11,strong_symbolic,nsgrand,-3999,-180.4068519268185,0,0,0
5,A,0,2.0,strong_symbolic,9,0,1,9,3999,3999,0,183.50346595980227,183.50346595980227,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[41, 58, 87, 63, 44, 28, 59, 26, 31, 54]",[],0,0,0,0,0,0,0,0,5,A,0,2.0,nsgrand,9,0,1,9,0,0,0,1.4088880270719528,1.4088880270719528,0.0,0,0,-1,5,0.002762734657153487,0.9999090433120728,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,A,2.0,9,strong_symbolic,nsgrand,-3999,-182.09457793273032,0,0,0
6,A,0,2.0,strong_symbolic,7,0,1,7,3999,3999,0,181.32054503075778,181.32054503075778,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[72, 77, 76, 52, 63, 34, 45, 7, 49, 65]",[],0,0,0,0,0,0,0,0,6,A,0,2.0,nsgrand,7,0,1,7,0,0,0,1.7213660757988691,1.7213660757988691,0.0,0,0,-1,5,0.010864363051950932,0.9997430443763733,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,A,2.0,7,strong_symbolic,nsgrand,-3999,-179.59917895495892,0,0,0
7,A,0,2.0,strong_symbolic,6,0,1,6,3999,3999,0,181.55776197090745,181.55776197090745,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[94, 46, 19, 49, 18, 40, 54, 44, 50, 52]",[],0,0,0,0,0,0,0,0,7,A,0,2.0,nsgrand,6,0,1,6,0,0,0,1.5354969073086977,1.5354969073086977,0.0,0,0,-1,5,0.026329070329666138,0.9994619488716125,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,A,2.0,6,strong_symbolic,nsgrand,-3999,-180.02226506359875,0,0,0
8,A,0,2.0,strong_symbolic,6,0,1,6,3999,3999,0,181.92078894935548,181.92078894935548,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[52, 34, 77, 59, 35, 45, 90, 30, 32, 37]",[],0,0,0,0,0,0,0,0,8,A,0,2.0,nsgrand,6,0,1,6,4899,2400,2499,152.539175003767,19.612206146121025,50.44102808460593,1,22,0,5,0.34923920035362244,0.9166264533996582,fallback_fail,postsearch_exhausted,expanded_overflow,postsearch_fallback,[5],"[0, 1, 2, 3]","[57, 59, 20, 108, 32, 77, 90, 38, 117, 31]","[6.781661068089306e-05, 1.972020754692494e-06, 1.1925357284781057e-05, 0.001056946930475533, 0.08223486691713333, 0.9166264533996582]",2400,5,2500,24,4,0,0,0,8,A,2.0,6,strong_symbolic,nsgrand,900,-29.38161394558847,0,0,0
9,A,0,2.0,strong_symbolic,4,0,1,4,3999,3999,0,184.35527896508574,184.35527896508574,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[19, 101, 104, 82, 53, 33, 0, 17, 76, 118]",[],0,0,0,0,0,0,0,0,9,A,0,2.0,nsgrand,4,0,1,4,4899,2400,2499,140.27746696956456,19.49325716122985,50.92032393440604,1,22,1,5,0.1553148627281189,0.8635342121124268,fallback_fail,postsearch_exhausted,expanded_overflow,postsearch_fallback,[5],"[0, 1, 2, 3]","[53, 59, 82, 104, 118, 94, 21, 101, 70, 76]","[0.000182271032826975, 1.0072707482322585e-05, 0.0001638635731069371, 0.004868721589446068, 0.1312408745288849, 0.8635342121124268]",2400,5,2500,24,4,0,0,0,9,A,2.0,4,strong_symbolic,nsgrand,900,-44.07781199552119,0,0,0
