sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,A,0,6.0,baseline,2,1,0,0,79,79,0,82.64995901845396,82.64995901845396,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[86, 118, 79, 85, 91, 101, 105, 88, 77, 90]",[],0,0,0,0,0,0,0,0
0,A,0,6.0,nsgrand,2,1,0,0,1,1,0,1202.2183111403137,0.04016980528831482,0.0,0,18,1,2,0.9866608381271362,1.2832852007704787e-06,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[101, 77, 79, 85, 86, 91, 118, 105, 88, 90]","[1.5078790056577418e-06, 7.380195893347263e-05, 0.9952425956726074, 0.00465544406324625, 2.5334635211038403e-05, 1.2832852007704787e-06]",1200,4,0,0,0,1,0,0
0,A,0,6.0,strong_symbolic,2,1,0,0,79,79,0,170.928122010082,170.928122010082,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[86, 118, 79, 85, 91, 101, 105, 88, 77, 90]",[],0,0,0,0,0,0,0,0
1,A,0,6.0,baseline,1,1,0,0,1,1,0,31.32767789065838,31.32767789065838,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[45, 53, 124, 40, 30, 38, 33, 20, 19, 35]",[],0,0,0,0,0,0,0,0
1,A,0,6.0,nsgrand,1,1,0,0,1,1,0,1.7717450391501188,0.02252892591059208,0.0,0,18,1,1,0.9991341233253479,1.2394054465403315e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 5]","[45, 124, 35, 122, 89, 48, 38, 27, 69, 26]","[0.00011006205022567883, 0.9945934414863586, 0.00526583893224597, 8.64497178554302e-06, 9.592419701220933e-06, 1.2394054465403315e-05]",1200,4,0,0,0,1,0,0
1,A,0,6.0,strong_symbolic,1,1,0,0,1,1,0,151.58611303195357,151.58611303195357,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[45, 53, 124, 40, 30, 38, 33, 20, 19, 35]",[],0,0,0,0,0,0,0,0
2,A,0,6.0,baseline,14,0,1,14,2499,2499,0,53.99287887848914,53.99287887848914,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[89, 127, 94, 97, 74, 101, 88, 98, 100, 95]",[],0,0,0,0,0,0,0,0
2,A,0,6.0,nsgrand,14,0,1,14,0,0,0,1.5107071958482265,1.5107071958482265,0.0,0,0,-1,5,0.0012820183765143156,0.9999551773071289,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
2,A,0,6.0,strong_symbolic,14,0,1,14,3999,3999,0,182.34820594079792,182.34820594079792,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[89, 127, 94, 97, 74, 101, 88, 98, 100, 95]",[],0,0,0,0,0,0,0,0
3,A,0,6.0,baseline,2,1,0,0,8,8,0,32.11422101594508,32.11422101594508,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[75, 64, 65, 71, 81, 86, 79, 96, 67, 91]",[],0,0,0,0,0,0,0,0
