sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,C,1,-2.0,baseline,21,0,1,21,2499,2499,0,89.45275307632983,89.45275307632983,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[15, 110, 61, 18, 125, 98, 2, 32, 62, 45]",[],0,0,0,0,0,0,0,0
0,C,1,-2.0,nsgrand,21,0,1,21,0,0,0,1143.6140888836235,1143.6140888836235,0.0,0,0,-1,5,0.00020727666560560465,0.9999078512191772,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,C,1,-2.0,strong_symbolic,21,0,1,21,3999,3999,0,190.6594131141901,190.6594131141901,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[15, 110, 61, 18, 125, 98, 2, 32, 62, 45]",[],0,0,0,0,0,0,0,0
1,C,1,-2.0,baseline,16,0,1,16,2499,2499,0,50.6196899805218,50.6196899805218,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[0, 116, 14, 72, 100, 78, 107, 112, 99, 123]",[],0,0,0,0,0,0,0,0
1,C,1,-2.0,nsgrand,16,0,1,16,0,0,0,1.3096199836581945,1.3096199836581945,0.0,0,0,-1,5,0.0002453956985846162,0.99989914894104,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
1,C,1,-2.0,strong_symbolic,16,0,1,16,3999,3999,0,162.86429204046726,162.86429204046726,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[0, 116, 14, 72, 100, 78, 107, 112, 99, 123]",[],0,0,0,0,0,0,0,0
2,C,1,-2.0,baseline,19,0,1,19,2499,2499,0,49.67682692222297,49.67682692222297,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[43, 80, 79, 92, 126, 28, 100, 87, 97, 90]",[],0,0,0,0,0,0,0,0
2,C,1,-2.0,nsgrand,19,0,1,19,0,0,0,1.0942311491817236,1.0942311491817236,0.0,0,0,-1,5,0.0002944755251519382,0.9998786449432373,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
2,C,1,-2.0,strong_symbolic,19,0,1,19,3999,3999,0,164.40126090310514,164.40126090310514,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[43, 80, 79, 92, 126, 28, 100, 87, 97, 90]",[],0,0,0,0,0,0,0,0
3,C,1,-2.0,baseline,19,0,1,19,2499,2499,0,50.273512955754995,50.273512955754995,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[37, 46, 40, 76, 3, 90, 32, 94, 70, 24]",[],0,0,0,0,0,0,0,0
3,C,1,-2.0,nsgrand,19,0,1,19,0,0,0,1.2295101769268513,1.2295101769268513,0.0,0,0,-1,5,0.00028142568771727383,0.9999089241027832,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
3,C,1,-2.0,strong_symbolic,19,0,1,19,3999,3999,0,162.5195350497961,162.5195350497961,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[37, 46, 40, 76, 3, 90, 32, 94, 70, 24]",[],0,0,0,0,0,0,0,0
4,C,1,-2.0,baseline,13,0,1,13,2499,2499,0,49.858976155519485,49.858976155519485,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[40, 45, 39, 49, 44, 32, 50, 35, 90, 34]",[],0,0,0,0,0,0,0,0
4,C,1,-2.0,nsgrand,13,0,1,13,0,0,0,1.0998609941452742,1.0998609941452742,0.0,0,0,-1,5,0.0002091573114739731,0.9999263286590576,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
4,C,1,-2.0,strong_symbolic,13,0,1,13,3999,3999,0,162.41734591312706,162.41734591312706,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[40, 45, 39, 49, 44, 32, 50, 35, 90, 34]",[],0,0,0,0,0,0,0,0
5,C,1,-2.0,baseline,15,0,1,15,2499,2499,0,50.29737204313278,50.29737204313278,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[70, 42, 84, 39, 54, 75, 25, 81, 87, 58]",[],0,0,0,0,0,0,0,0
5,C,1,-2.0,nsgrand,15,0,1,15,0,0,0,1.0696819517761469,1.0696819517761469,0.0,0,0,-1,5,0.00043871020898222923,0.9997960925102234,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
5,C,1,-2.0,strong_symbolic,15,0,1,15,3999,3999,0,163.07401098310947,163.07401098310947,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[70, 42, 84, 39, 54, 75, 25, 81, 87, 58]",[],0,0,0,0,0,0,0,0
6,C,1,-2.0,baseline,23,0,1,23,2499,2499,0,50.38248188793659,50.38248188793659,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[25, 125, 103, 75, 107, 102, 69, 113, 99, 70]",[],0,0,0,0,0,0,0,0
6,C,1,-2.0,nsgrand,23,0,1,23,0,0,0,1.0855409782379866,1.0855409782379866,0.0,0,0,-1,5,0.000235974439419806,0.9999092817306519,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
6,C,1,-2.0,strong_symbolic,23,0,1,23,3999,3999,0,163.18842978216708,163.18842978216708,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[25, 125, 103, 75, 107, 102, 69, 113, 99, 70]",[],0,0,0,0,0,0,0,0
7,C,1,-2.0,baseline,12,0,1,12,2499,2499,0,49.96892507188022,49.96892507188022,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[66, 2, 117, 124, 88, 37, 41, 55, 104, 60]",[],0,0,0,0,0,0,0,0
7,C,1,-2.0,nsgrand,12,0,1,12,0,0,0,1.0817220900207758,1.0817220900207758,0.0,0,0,-1,5,0.0002770682913251221,0.9998996257781982,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
7,C,1,-2.0,strong_symbolic,12,0,1,12,3999,3999,0,167.5784350372851,167.5784350372851,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[66, 2, 117, 124, 88, 37, 41, 55, 104, 60]",[],0,0,0,0,0,0,0,0
8,C,1,-2.0,baseline,31,0,1,31,2499,2499,0,50.19714287482202,50.19714287482202,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[18, 3, 20, 52, 104, 17, 50, 21, 53, 46]",[],0,0,0,0,0,0,0,0
8,C,1,-2.0,nsgrand,31,0,1,31,0,0,0,1.2062110472470522,1.2062110472470522,0.0,0,0,-1,5,0.00019613925542216748,0.9999322891235352,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
