profile,snr_db,policy_action,gate_reason,stage,search_mode,count,bler,avg_queries,avg_elapsed_ms,fallback_rate
A,-4.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1200,1.0,0.0,2.136366672930308,0.0
A,-2.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1200,1.0,0.0,2.123724185706427,0.0
A,0.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1181,1.0,0.0,2.325765623740227,0.0
A,0.0,expanded_ai_search,ai_success,ai,expanded_overflow,11,0.3636363636363636,89.36363636363636,82.74350152350962,0.0
A,0.0,ai_search,ai_success,ai,standard,3,0.3333333333333333,4.333333333333333,6.056804675608873,0.0
A,0.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,2,1.0,4899.0,150.2510050777346,1.0
A,0.0,hard_decision,hard_decision,hard_decision,hard_decision,1,0.0,0.0,0.0096999574452638,0.0
A,0.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,1,0.0,2683.0,138.53162107989192,1.0
A,0.0,postsearch_fallback,postsearch_exhausted,fallback,standard,1,0.0,249.0,33.926187083125114,1.0
A,2.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,804,1.0,0.0,2.774746247870727,0.0
A,2.0,ai_search,ai_success,ai,standard,191,0.0471204188481675,21.3717277486911,6.798242797821526,0.0
A,2.0,expanded_ai_search,ai_success,ai,expanded_overflow,151,0.1059602649006622,83.24503311258277,81.79382028502246,0.0
A,2.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,27,1.0,4899.0,141.96414865242937,1.0
A,2.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,10,1.0,3234.0,61.570187378674746,1.0
A,2.0,postsearch_fallback,postsearch_exhausted,fallback,standard,7,0.0,1013.5714285714286,43.82795015616076,1.0
A,2.0,hard_decision,hard_decision,hard_decision,hard_decision,5,0.0,0.0,0.0100019853562116,0.0
A,2.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,5,0.0,3241.4,128.10360896401107,1.0
A,4.0,ai_search,ai_success,ai,standard,698,0.0114613180515759,3.5630372492836675,4.046450488143908,0.0
A,4.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,271,1.0,0.0,5.533438474902148,0.0
A,4.0,expanded_ai_search,ai_success,ai,expanded_overflow,98,0.0714285714285714,25.18367346938776,78.9371344964115,0.0
A,4.0,hard_decision,hard_decision,hard_decision,hard_decision,84,0.0,0.0,0.0095089476200795,0.0
A,4.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,25,1.0,4899.0,140.10373040102422,1.0
A,4.0,postsearch_fallback,postsearch_exhausted,fallback,standard,14,0.0,855.0714285714286,40.170836478604805,1.0
A,4.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,10,1.0,3548.1,66.45036404952407,1.0
A,6.0,ai_search,ai_success,ai,standard,575,0.0034782608695652,1.182608695652174,4.329206630506593,0.0
A,6.0,hard_decision,hard_decision,hard_decision,hard_decision,442,0.0,0.0,0.0091474203022019,0.0
